87,164,171,159,133
87,164,171,159,135
87,164,171,158,134
87,164,171,160,134
87,164,171,158,133
87,164,171,158,135
87,164,171,160,133
87,164,171,160,135
87,164,170,159,134
87,164,172,159,134
87,164,170,159,133
87,164,170,159,135
87,164,170,158,134
87,164,170,160,134
87,164,170,158,133
87,164,170,158,135
87,164,170,160,133
87,164,170,160,135
87,164,172,159,133
87,164,172,159,135
87,164,172,158,134
87,164,172,160,134
87,164,172,158,133
87,164,172,158,135
87,164,172,160,133
87,164,172,160,135
87,163,171,159,134
87,165,171,159,134
87,163,171,159,133
87,163,171,159,135
87,163,171,158,134
87,163,171,160,134
87,163,171,158,133
87,163,171,158,135
87,163,171,160,133
87,163,171,160,135
87,163,170,159,134
87,163,172,159,134
87,163,170,159,133
87,163,170,159,135
87,163,170,158,134
87,163,170,160,134
87,163,170,158,133
87,163,170,158,135
87,163,170,160,133
87,163,170,160,135
87,163,172,159,133
87,163,172,159,135
87,163,172,158,134
87,163,172,160,134
87,163,172,158,133
87,163,172,158,135
87,163,172,160,133
87,163,172,160,135
87,165,171,159,133
87,165,171,159,135
87,165,171,158,134
87,165,171,160,134
87,165,171,158,133
87,165,171,158,135
87,165,171,160,133
87,165,171,160,135
87,165,170,159,134
87,165,172,159,134
87,165,170,159,133
87,165,170,159,135
87,165,170,158,134
87,165,170,160,134
87,165,170,158,133
87,165,170,158,135
87,165,170,160,133
87,165,170,160,135
87,165,172,159,133
87,165,172,159,135
87,165,172,158,134
87,165,172,160,134
87,165,172,158,133
87,165,172,158,135
87,165,172,160,133
87,165,172,160,135
86,164,171,159,134
88,164,171,159,134
86,164,171,159,133
86,164,171,159,135
86,164,171,158,134
86,164,171,160,134
86,164,171,158,133
86,164,171,158,135
86,164,171,160,133
86,164,171,160,135
86,164,170,159,134
86,164,172,159,134
86,164,170,159,133
86,164,170,159,135
86,164,170,158,134
86,164,170,160,134
86,164,170,158,133
86,164,170,158,135
86,164,170,160,133
86,164,170,160,135
86,164,172,159,133
86,164,172,159,135
86,164,172,158,134
86,164,172,160,134
86,164,172,158,133
86,164,172,158,135
86,164,172,160,133
86,164,172,160,135
86,163,171,159,134
86,165,171,159,134
86,163,171,159,133
86,163,171,159,135
86,163,171,158,134
86,163,171,160,134
86,163,171,158,133
86,163,171,158,135
86,163,171,160,133
86,163,171,160,135
86,163,170,159,134
86,163,172,159,134
86,163,170,159,133
86,163,170,159,135
86,163,170,158,134
86,163,170,160,134
86,163,170,158,133
86,163,170,158,135
86,163,170,160,133
86,163,170,160,135
86,163,172,159,133
86,163,172,159,135
86,163,172,158,134
86,163,172,160,134
86,163,172,158,133
86,163,172,158,135
86,163,172,160,133
86,163,172,160,135
86,165,171,159,133
86,165,171,159,135
86,165,171,158,134
86,165,171,160,134
86,165,171,158,133
86,165,171,158,135
86,165,171,160,133
86,165,171,160,135
86,165,170,159,134
86,165,172,159,134
86,165,170,159,133
86,165,170,159,135
86,165,170,158,134
86,165,170,160,134
86,165,170,158,133
86,165,170,158,135
86,165,170,160,133
86,165,170,160,135
86,165,172,159,133
86,165,172,159,135
86,165,172,158,134
86,165,172,160,134
86,165,172,158,133
86,165,172,158,135
86,165,172,160,133
86,165,172,160,135
88,164,171,159,133
88,164,171,159,135
88,164,171,158,134
88,164,171,160,134
88,164,171,158,133
88,164,171,158,135
88,164,171,160,133
88,164,171,160,135
88,164,170,159,134
88,164,172,159,134
88,164,170,159,133
88,164,170,159,135
88,164,170,158,134
88,164,170,160,134
88,164,170,158,133
88,164,170,158,135
88,164,170,160,133
88,164,170,160,135
88,164,172,159,133
88,164,172,159,135
88,164,172,158,134
88,164,172,160,134
88,164,172,158,133
88,164,172,158,135
88,164,172,160,133
88,164,172,160,135
88,163,171,159,134
88,165,171,159,134
88,163,171,159,133
88,163,171,159,135
88,163,171,158,134
88,163,171,160,134
88,163,171,158,133
88,163,171,158,135
88,163,171,160,133
88,163,171,160,135
88,163,170,159,134
88,163,172,159,134
88,163,170,159,133
88,163,170,159,135
88,163,170,158,134
88,163,170,160,134
88,163,170,158,133
88,163,170,158,135
88,163,170,160,133
88,163,170,160,135
88,163,172,159,133
88,163,172,159,135
88,163,172,158,134
88,163,172,160,134
88,163,172,158,133
88,163,172,158,135
88,163,172,160,133
88,163,172,160,135
88,165,171,159,133
88,165,171,159,135
88,165,171,158,134
88,165,171,160,134
88,165,171,158,133
88,165,171,158,135
88,165,171,160,133
88,165,171,160,135
88,165,170,159,134
88,165,172,159,134
88,165,170,159,133
88,165,170,159,135
88,165,170,158,134
88,165,170,160,134
88,165,170,158,133
88,165,170,158,135
88,165,170,160,133
88,165,170,160,135
88,165,172,159,133
88,165,172,159,135
88,165,172,158,134
88,165,172,160,134
88,165,172,158,133
88,165,172,158,135
88,165,172,160,133
88,165,172,160,135
